,Country Code,Country Name,City,CDP_id,CDP_Date_measure,CDP_Latitude,CDP_Longitude,CDP_Altitude,CDP_GDP,CDP_Land_Area,CDP_Population,CDP_Temperature,CDP_EmissionsScope1,CDP_EmissionsScope2,CDP_EmissionsScope3,CDP_TotalEmissions,CDP_Total+Emissions,CDP_Gas_CH4,CDP_Gas_CO2,CDP_Gas_N20,CDP_Gas_HFCs,CDP_Gas_NF3,CDP_Gas_PFCs,CDP_Gas_SF6,OWID_co2,OWID_co2_growth_prct,OWID_co2_growth_abs,OWID_consumption_co2,OWID_trade_co2,OWID_trade_co2_share,OWID_co2_per_capita,OWID_consumption_co2_per_capita,OWID_share_global_co2,OWID_cumulative_co2,OWID_share_global_cumulative_co2,OWID_co2_per_gdp,OWID_consumption_co2_per_gdp,OWID_co2_per_unit_energy,OWID_cement_co2,OWID_coal_co2,OWID_flaring_co2,OWID_gas_co2,OWID_oil_co2,OWID_other_industry_co2,OWID_cement_co2_per_capita,OWID_coal_co2_per_capita,OWID_flaring_co2_per_capita,OWID_gas_co2_per_capita,OWID_oil_co2_per_capita,OWID_other_co2_per_capita,OWID_share_global_coal_co2,OWID_share_global_oil_co2,OWID_share_global_gas_co2,OWID_share_global_flaring_co2,OWID_share_global_cement_co2,OWID_cumulative_coal_co2,OWID_cumulative_oil_co2,OWID_cumulative_gas_co2,OWID_cumulative_flaring_co2,OWID_cumulative_cement_co2,OWID_share_global_cumulative_coal_co2,OWID_share_global_cumulative_oil_co2,OWID_share_global_cumulative_gas_co2,OWID_share_global_cumulative_flaring_co2,OWID_share_global_cumulative_cement_co2,OWID_total_ghg,OWID_ghg_per_capita,OWID_methane,OWID_methane_per_capita,OWID_nitrous_oxide,OWID_nitrous_oxide_per_capita,OWID_primary_energy_consumption,OWID_energy_per_capita,OWID_energy_per_gdp,GINI_GINI,POP_Population,GDP_GDP,GDP_Property Rights,GDP_Government Integrity,GDP_Judicial Effectiveness,GDP_Tax Burden,GDP_Government Spending,GDP_Fiscal Health,GDP_Business Freedom,GDP_Labor Freedom,GDP_Monetary Freedom,GDP_Trade Freedom,GDP_Investment Freedom,GDP_Financial Freedom,HDI_HDI,CDP_inconsistent,CDP_pct_change2
206,PRT,Portugal,Cascais,50680,2010.0,38.696999999999996,-9.42229,,,97.0,208122.0,17.0,565382.0,266221.0,,565382.0,,0.5,1.0,0.5,0.5,0.5,0.5,0.5,51.354499999999994,3.3890000000000002,1.6397499999999996,56.028000000000006,4.6735,9.242,4.9625,5.41375,0.14525000000000002,2392.1755000000003,0.1565,0.17900000000000002,0.19733333333333336,0.17066666666666666,2.71125,11.4095,1.1295000000000002,9.72025,25.529249999999998,0.85525,0.26175,1.1025,0.109,0.94,2.467,0.0825,0.07825,0.21375,0.14125,0.302,0.1855,614.596,1434.98925,157.53175,15.28675,148.89124999999999,0.085,0.26675000000000004,0.07425,0.0975,0.41000000000000003,67.84666666666668,6.543,11.523333333333333,1.111,3.2566666666666664,0.314,294.3286666666666,28383.24166666667,1.0486666666666666,35.025,63.797,64.125,70.825,61.275,68.9,60.375,26.375,32.1,86.025,41.1,83.42500000000001,87.7,70.0,60.0,0.8535,0.0,0.0
207,PRT,Portugal,Fafe,50671,2011.3333333333333,41.4508,-8.17286,350.0,517000000.0,219.0,49351.0,14.0,163412.0,426.0,,163963.0,,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,51.653999999999996,5.690666666666668,2.7989999999999995,56.431333333333335,4.777333333333334,9.440666666666667,4.988,5.448666666666668,0.14600000000000002,2383.9683333333337,0.15666666666666665,0.18000000000000002,0.2,0.173,2.8493333333333335,11.601999999999999,1.1376666666666668,9.687666666666667,25.517666666666667,0.8603333333333333,0.27499999999999997,1.1203333333333334,0.10966666666666668,0.9363333333333334,2.464,0.083,0.07933333333333333,0.21366666666666667,0.14133333333333334,0.3033333333333333,0.19499999999999998,612.7346666666667,1430.7516666666668,156.16199999999998,15.103666666666667,148.47566666666665,0.085,0.267,0.074,0.09666666666666666,0.4116666666666666,67.075,6.4545,11.455,1.1019999999999999,3.225,0.31,289.198,27826.1895,1.0385,34.96666666666666,63.70066666666668,63.800000000000004,71.10000000000001,60.699999999999996,68.9,60.333333333333336,26.900000000000002,32.1,86.26666666666667,40.300000000000004,82.66666666666667,87.60000000000001,70.0,60.0,0.8530000000000001,0.0,-0.022949393182672972
208,PRT,Portugal,Faro,50673,2011.0,37.0194,-7.930439999999999,200.0,13231.0,101386.5,61116.5,17.8,116.0,140.5,,260.88750000000005,,0.5,1.0,0.5,0.5,0.5,0.5,0.5,51.354499999999994,3.3890000000000002,1.6397499999999996,56.028000000000006,4.6735,9.242,4.9625,5.41375,0.14525000000000002,2392.1755000000003,0.1565,0.17900000000000002,0.19733333333333336,0.17066666666666666,2.71125,11.4095,1.1295000000000002,9.72025,25.529249999999998,0.85525,0.26175,1.1025,0.109,0.94,2.467,0.0825,0.07825,0.21375,0.14125,0.302,0.1855,614.596,1434.98925,157.53175,15.28675,148.89124999999999,0.085,0.26675000000000004,0.07425,0.0975,0.41000000000000003,67.84666666666668,6.543,11.523333333333333,1.111,3.2566666666666664,0.314,294.3286666666666,28383.24166666667,1.0486666666666666,35.025,63.797,64.125,70.825,61.275,68.9,60.375,26.375,32.1,86.025,41.1,83.42500000000001,87.7,70.0,60.0,0.8535,0.0,-0.018666541282678223
209,PRT,Portugal,Guimaraes,55324,2014.0,41.4443,-8.29224,348.0,1802000000.0,241.0,154920.0,15.0,277921.0,123402.0,,401323.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.72,8.452,4.2639999999999985,57.917,3.197,5.843,5.318,5.629,0.153,2471.5170000000007,0.156,,,,2.531,11.903,1.1840000000000002,12.31,25.924,0.868,0.246,1.157,0.115,1.196,2.52,0.084,0.083,0.213,0.173,0.293,0.171,632.0830000000002,1473.626,173.95,17.021,152.668,0.085,0.265,0.078,0.105,0.396,,,,,,,,,,33.8,64.652,62.6,73.3,59.0,68.9,59.8,25.1,32.1,86.4,43.4,85.9,87.0,70.0,60.0,0.858,0.0,0.0
210,PRT,Portugal,Lisbon,36159,2011.8,38.7223,-9.139330000000001,50.0,68133192.0,85.0,547773.0,17.700000000000003,1023910.0,910451.0,,2632478.0,,0.6,1.0,0.6,0.6,0.6,0.6,0.6,50.716,1.9904000000000004,0.9515999999999998,55.81600000000001,5.1002,10.2202,4.889799999999999,5.380800000000001,0.1438,2366.9602000000004,0.1568,0.179,0.199,0.16974999999999998,2.7318000000000002,11.1688,1.1508,9.397,25.4144,0.8535999999999999,0.2632,1.0768,0.11080000000000001,0.9067999999999999,2.4502,0.08220000000000001,0.0762,0.21400000000000002,0.1378,0.3124,0.18780000000000002,608.9658000000001,1422.2932,153.03939999999997,14.73,147.4776,0.08520000000000001,0.2674,0.07320000000000002,0.095,0.41479999999999995,67.2675,6.4715,11.537500000000001,1.10975,3.2325,0.311,292.65325,28153.34225,1.05375,35.260000000000005,63.508,63.92,70.66,61.220000000000006,68.9,60.620000000000005,26.76,32.1,85.38,39.08,82.62,87.52000000000001,70.0,60.0,0.8507999999999999,0.0,-0.08370914995820156
211,PRT,Portugal,Moita,55442,2013.0,41.3028,-8.65731,10.0,,55.0,66029.0,17.5,49910.0,46598.0,,96508.0,,0.5,1.0,0.5,0.5,0.5,0.5,0.5,51.375,2.7735000000000003,1.254,55.69950000000001,4.3245000000000005,8.422,4.965,5.383000000000001,0.14600000000000002,2391.569,0.1565,0.18150000000000002,0.1965,0.1735,2.609,11.7035,1.139,9.463999999999999,25.6055,0.8545,0.252,1.1310000000000002,0.11,0.915,2.475,0.0825,0.08049999999999999,0.2145,0.138,0.311,0.181,614.7640000000001,1434.92,156.73199999999997,15.2835,148.989,0.085,0.2665,0.074,0.0975,0.41000000000000003,69.31,6.6985,11.58,1.119,3.2800000000000002,0.317,296.419,28649.5265,1.0474999999999999,35.35,63.8,65.19999999999999,70.0,62.5,,60.8,26.8,,86.4,43.2,84.25,88.0,70.0,60.0,0.8545,0.0,0.0
212,PRT,Portugal,Porto,46514,2008.0,41.1579,-8.6291,83.0,,42.0,238954.0,15.2,,,,1145164.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.354499999999994,3.3890000000000002,1.6397499999999996,56.028000000000006,4.6735,9.242,4.9625,5.41375,0.14525000000000002,2392.1755000000003,0.1565,0.17900000000000002,0.19733333333333336,0.17066666666666666,2.71125,11.4095,1.1295000000000002,9.72025,25.529249999999998,0.85525,0.26175,1.1025,0.109,0.94,2.467,0.0825,0.07825,0.21375,0.14125,0.302,0.1855,614.596,1434.98925,157.53175,15.28675,148.89124999999999,0.085,0.26675000000000004,0.07425,0.0975,0.41000000000000003,67.84666666666668,6.543,11.523333333333333,1.111,3.2566666666666664,0.314,294.3286666666666,28383.24166666667,1.0486666666666666,35.025,63.797,64.125,70.825,61.275,68.9,60.375,26.375,32.1,86.025,41.1,83.42500000000001,87.7,70.0,60.0,0.8535,0.0,-0.06839125188536954
213,PRT,Portugal,Santarem,50672,2008.6666666666667,39.2367,-8.685989999999999,108.0,,553.0,61752.0,16.0,245483.0,73565.5,,303106.6666666667,,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,52.49,4.666333333333333,2.257333333333333,56.43866666666668,3.9486666666666665,7.562333333333334,5.082666666666666,5.465000000000001,0.14833333333333334,2418.2183333333337,0.15633333333333332,0.18150000000000002,0.1965,0.1735,2.583,11.770000000000001,1.1540000000000001,10.412666666666667,25.711666666666662,0.859,0.25,1.1396666666666668,0.11166666666666668,1.0086666666666666,2.49,0.083,0.08133333333333333,0.214,0.14966666666666667,0.305,0.17766666666666667,620.5370000000001,1447.8220000000001,162.47133333333332,15.862666666666668,150.21533333333335,0.085,0.266,0.07533333333333332,0.09999999999999999,0.4053333333333334,69.31,6.6985,11.58,1.119,3.2800000000000002,0.317,296.419,28649.5265,1.0474999999999999,34.833333333333336,64.084,64.33333333333333,71.10000000000001,61.333333333333336,68.9,60.46666666666666,26.233333333333334,32.1,86.40000000000002,43.26666666666667,84.8,87.66666666666667,70.0,60.0,0.8556666666666667,0.0,-0.08624922247980456
214,PRT,Portugal,Seixal,50667,2007.0,-23.4266216,-46.58287670000001,,,,,,,,,415526.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47.948,-0.443,-0.213,54.79600000000001,6.848,14.281,4.602,5.26,0.136,2314.047,0.157,0.174,0.199,0.165,3.096,10.328,1.056,7.643,24.982,0.8440000000000001,0.297,0.991,0.101,0.7340000000000001,2.398,0.081,0.069,0.213,0.116,0.293,0.209,596.773,1396.491,142.713,13.559,144.91899999999995,0.085,0.269,0.071,0.09,0.424,64.92,6.232,11.41,1.095,3.21,0.308,290.148,27850.672,1.051,35.6,62.93600000000001,63.5,70.0,61.1,,60.1,26.8,,84.9,34.6,79.3,87.8,70.0,60.0,0.847,0.0,0.0
215,PRT,Portugal,Torres Vedras,19233,2011.5,38.7637,-9.30148,75.0,,407.0,79465.0,15.0,,,,267988.5,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.588,2.468,1.2129999999999992,56.36750000000001,3.7795,7.2445,5.102,5.468999999999999,0.14800000000000002,2444.157,0.156,0.177,0.192,0.166,2.414,11.3675,1.1445,11.064,25.744,0.854,0.23399999999999999,1.1030000000000002,0.111,1.0735,2.498,0.0825,0.079,0.2135,0.15699999999999997,0.2955,0.164,626.1315000000001,1460.6640000000002,167.7955,16.4285,151.40300000000002,0.085,0.2655,0.0765,0.10250000000000001,0.4005,69.39,6.72,11.66,1.129,3.32,0.322,304.59,29497.346,1.069,34.5,64.369,63.849999999999994,71.65,61.0,68.9,60.15,24.950000000000003,32.1,85.85,43.45,85.80000000000001,87.5,70.0,60.0,0.8565,0.0,0.02941447618608617
216,PSE,State of Palestine,Abasan AlKabira,63616,2011.0,31.3231,34.344,78.0,86024000.0,19.0,30000.0,25.0,,,,32221.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
217,RUS,Russian Federation,Moscow,31174,2014.0,55.7558,37.6173,156.0,,2511.0,12330126.0,6.7,59059034.0,3609079.0,,47888405.13333333,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6,74.06833333333334,,,,,,,,,,,,,,0.8103333333333333,0.0,0.02423932954026564
218,SGP,Singapore,Singapore,35993,2011.25,1.35208,103.82,5.0,410300000000.0,719.0,5600000.0,27.0,48094650.0,,,33145503.333333332,,1.0,1.0,0.75,1.0,0.75,1.0,1.0,52.692750000000004,6.00175,3.194,115.59200000000001,62.8995,124.69299999999998,9.4785,20.772750000000002,0.14925,1942.9832499999998,0.1295,0.15733333333333335,0.3256666666666667,0.06433333333333334,,1.6560000000000001,,19.31175,31.72525,,,0.29625,,3.46625,5.71575,,0.01125,0.26825,0.28600000000000003,,,10.309999999999999,1678.4662500000004,226.668,,27.539,0.00125,0.31725000000000003,0.10925,,0.07825,61.973333333333336,11.221000000000002,3.6999999999999997,0.6699999999999999,8.236666666666666,1.4903333333333333,891.6970000000001,161378.15,2.452666666666667,,100.0,88.85,91.775,89.44999999999999,91.5,91.0,91.6,80.7,96.475,93.9,82.875,90.0,82.5,80.0,0.9277500000000001,0.25,0.05181429667813564
219,SLE,Sierra Leone,Freetown,49367,2018.0,8.4657,-13.2317,,,82.1,1200000.0,,965037.0,49057.0,15106.0,1014094.0,1029200.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,40.7,21.8,39.4,87.5,83.5,9.8,50.1,29.7,64.2,69.4,60.0,20.0,,0.0,0.0
220,SVN,Slovenia,Ljubljana,43920,2014.0,46.0569,14.5058,,4110356432.5,275.0,287762.5,10.3,1829808.0,904042.0,,2070360.5,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,14.341000000000001,2.406999999999999,0.3235,18.2935,3.9524999999999997,27.567,6.9110000000000005,8.815999999999999,0.0405,803.086,0.051500000000000004,0.244,0.308,0.18,0.377,4.9355,0.1345,1.6885,7.1075,0.098,0.182,2.3785,0.065,0.8135000000000001,3.425,0.0475,0.0345,0.058499999999999996,0.024,0.0345,0.025500000000000002,352.335,355.385,61.1525,4.0344999999999995,26.1615,0.048,0.065,0.028,0.025,0.069,10.99,5.299,2.01,0.969,0.8,0.386,79.96300000000002,38555.095,1.352,24.5,54.1465,59.900000000000006,67.5,55.8,55.1,58.650000000000006,14.3,6.1,81.3,57.8,84.8,87.5,70.0,50.0,0.9035,0.0,-0.004518554562598143
221,SWE,Sweden,Malmo,43940,2017.0,55.605,13.0038,,,,333633.0,,673433.0,190343.0,,863749.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,41.76600000000001,-1.278,-0.541,70.781,29.014,69.469,4.188,7.098,0.115,4906.17,0.304,,,,1.607,8.039,0.825,1.879,28.866,0.55,0.161,0.8059999999999999,0.083,0.188,2.895,0.055,0.055,0.236,0.025,0.192,0.106,1487.734,3209.926,66.44,16.031,107.931,0.196,0.565,0.029,0.096,0.27,,,,,,,,,,30.0,87.431,76.3,92.6,92.9,88.2,43.9,23.2,96.1,89.3,53.7,83.8,86.9,85.0,80.0,0.943,0.0,0.0
222,SWE,Sweden,Stockholm,3429,2013.2857142857142,59.329299999999996,18.0686,50.0,416797.0,216.0,927721.25,7.0,1817482.3333333333,816554.6666666666,38623.5,2326939.285714286,1808116.0,1.0,1.0,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,43.13450000000001,-1.8311666666666666,-0.8211666666666667,71.237,28.102666666666668,65.17399999999999,4.404166666666666,7.273166666666666,0.12183333333333334,4800.005499999999,0.3146666666666667,0.10425000000000001,0.17075,0.07175000000000001,1.4971666666666668,8.235000000000001,0.7600000000000001,2.0833333333333335,29.962999999999994,0.5961666666666666,0.1526666666666667,0.8406666666666668,0.07766666666666668,0.21266666666666667,3.0595000000000003,0.06066666666666667,0.0565,0.251,0.030166666666666665,0.20049999999999998,0.10216666666666667,1467.3603333333333,3136.311833333333,61.5165,14.087166666666667,104.08,0.20350000000000001,0.5831666666666667,0.029,0.08983333333333332,0.28733333333333333,45.9125,4.71975,4.99,0.5132500000000001,4.9125,0.5050000000000001,607.15225,62413.3355,1.44575,29.133333333333336,86.83899999999998,73.87142857142858,90.10000000000001,89.94285714285715,84.8,43.05714285714286,21.157142857142855,95.36666666666667,90.0,53.54285714285714,84.04285714285713,87.21428571428571,87.14285714285714,80.0,0.9384999999999999,0.0,-0.07901804253201328
223,THA,Thailand,Khon Kaen,73738,2017.0,,,,,,119265.0,,139565.82,214866.16,40760.64,395192.62,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,50.692,68.3,53.7,36.4,45.9,81.3,85.8,96.5,82.5,63.9,75.2,83.0,55.0,60.0,,0.0,0.0
224,THA,Thailand,Mahasarakham,840419,2016.0,,,,,,49841.0,,62448.58,184372.18,414.93,246291.72,247235.68,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,50.692,68.3,53.7,36.4,45.9,81.3,85.8,96.5,82.5,63.9,75.2,83.0,55.0,60.0,,0.0,0.0
225,TUR,Turkey,Bornova,44132,2011.0,35.2141598,33.294754100000006,,,,416007.0,,,,,758627.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,381.4156666666667,5.140666666666667,18.673,417.9496666666667,36.534,9.654,4.8549999999999995,5.321666666666666,1.0826666666666667,8808.282666666666,0.5833333333333334,0.23233333333333336,0.25433333333333336,0.242,33.93566666666667,140.0533333333333,0.15266666666666664,93.92933333333333,107.16766666666666,6.1773333333333325,0.43166666666666664,1.782333333333333,0.002,1.1963333333333332,1.3639999999999999,0.079,0.9576666666666668,0.9016666666666667,1.3893333333333333,0.042,2.3266666666666667,3671.8950000000004,3158.9840000000004,1196.7389999999998,4.519333333333333,672.9436666666667,0.5136666666666666,0.5936666666666666,0.5730000000000001,0.029333333333333333,1.89,375.7866666666667,4.783666666666666,44.88666666666666,0.5716666666666667,33.39666666666667,0.425,1578.442,20088.170000000002,0.961,42.0,73.60733333333333,63.400000000000006,45.0,46.333333333333336,,76.26666666666667,58.9,,64.66666666666667,52.833333333333336,71.89999999999999,84.5,73.33333333333333,60.0,0.8016666666666666,0.0,0.0
226,TUR,Turkey,Denizli,840521,2016.0,,,,,,1027782.0,,5851890.0,1650777.0,0.0,5094537.0,7502667.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,75.63,64.6,55.8,41.2,49.8,76.4,65.1,92.2,66.0,49.2,70.0,79.6,70.0,60.0,,0.0,0.0
227,TUR,Turkey,Istanbul,31163,2015.0,41.0082,28.9784,100.0,622762000000.0,5343.0,14804116.0,13.7,30915232.0,18065288.0,,47862539.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,425.329,6.004,24.089,448.578,23.249,5.466,5.2429999999999986,5.53,1.192,9628.215,0.609,,,,37.272,157.711,0.157,104.739,118.448,7.002000000000002,0.459,1.944,0.002,1.291,1.46,0.086,1.094,0.973,1.472,0.039,2.524,3976.725,3390.563,1394.845,4.833,744.9,0.535,0.61,0.627,0.03,1.934,,,,,,,,,,41.4,74.64399999999998,65.2,61.3,40.7,52.5,75.5,57.7,95.7,64.3,48.5,72.2,79.4,75.0,60.0,0.8140000000000001,0.0,0.0
228,TUR,Turkey,Kadiovacik,35755,2014.0,38.3434,26.5536,327.0,10000.0,5947.0,217.0,19.0,385.325,243.07,,485.55,,0.6,1.0,0.6,0.6,0.6,0.6,0.6,382.9594,3.8075999999999994,14.332400000000002,420.27739999999994,37.318,9.998999999999999,4.871,5.35,1.0854000000000001,8822.340400000001,0.5838,0.2295,0.25475000000000003,0.2425,34.4148,140.625,0.1522,94.6422,106.694,6.431399999999999,0.4378,1.7881999999999998,0.002,1.2044000000000001,1.3568,0.082,0.9612,0.8964000000000001,1.393,0.0414,2.3632,3678.2527999999998,3163.6256000000003,1198.676,4.521800000000001,673.9104,0.5144,0.5942,0.5724,0.029400000000000003,1.8916,366.20250000000004,4.699,45.135000000000005,0.57975,33.085,0.4245,1537.14625,19719.598,0.9472499999999999,41.52,73.59939999999999,63.660000000000004,49.260000000000005,44.339999999999996,52.5,76.26,59.86,95.7,65.30000000000001,50.019999999999996,72.24,83.62,72.0,60.0,0.8008,0.0,-0.07956397829642181
229,TWN,Taiwan,Kaohsiung,31112,2013.2,22.6297,120.34400000000001,50.0,524493000000.0,2947.0,2777820.5,25.1,56743432.835,15552524.23,3689704.0,55587654.026,25447556.0,1.0,1.0,0.8,1.0,0.8,1.0,1.0,262.8992,0.8162,2.0922,262.28679999999997,-0.6128,-0.22460000000000008,11.156600000000001,11.131,0.7422000000000001,7506.869199999999,0.49460000000000004,0.27175,0.271,0.19774999999999998,5.2568,154.6976,,34.433800000000005,68.5112,,0.2232,6.565199999999999,,1.4607999999999999,2.9076,,1.053,0.5757999999999999,0.5,,0.35960000000000003,3674.654,2991.9362,526.5216,,313.7572,0.5119999999999999,0.5596,0.2496,,0.8766,,,,,,,1316.2787500000002,55957.5255,1.3737500000000002,,,74.6,72.86,62.720000000000006,69.2,78.67999999999999,87.16000000000001,90.8,93.4,54.06,82.88000000000001,85.96000000000001,69.0,58.0,,0.0,-0.09170794446746547
230,TWN,Taiwan,New Taipei,56276,2015.3333333333333,25.0111,121.44600000000001,10.0,529859500000.0,2052.3333333333335,3985907.2,21.0,6417665.0,11464072.75,763558.5,18568226.833333332,20107677.333333332,0.6666666666666666,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,1.0,266.99875000000003,1.1345,2.9652500000000006,263.30625000000003,-3.69275,-1.3815,11.29175,11.1355,0.749,7850.22025,0.502,0.267,0.2625,0.197,4.7532499999999995,155.5175,,37.957,68.77125,,0.201,6.57725,,1.605,2.90875,,1.0725,0.5694999999999999,0.5357500000000001,,0.32325,3875.8462500000005,3081.16075,573.0504999999999,,320.16249999999997,0.5265,0.56,0.261,,0.8480000000000001,,,,,,,1325.2185,56182.51000000001,1.355,,,76.21666666666665,80.51666666666667,66.91666666666667,69.275,76.31666666666666,89.46666666666668,89.275,93.21666666666665,56.68333333333334,83.68333333333332,86.36666666666667,65.83333333333333,60.0,,0.0,0.013565599752794144
231,TWN,Taiwan,Pingtung,57347,2011.75,22.6558,120.47,625.0,529700000000.0,2775.0,835554.0,25.0,12350592518.643333,4786280767.24,0.0,3252007.84,4871085.28,1.0,1.0,0.75,0.75,0.75,0.75,0.75,266.99875000000003,1.1345,2.9652500000000006,263.30625000000003,-3.69275,-1.3815,11.29175,11.1355,0.749,7850.22025,0.502,0.267,0.2625,0.197,4.7532499999999995,155.5175,,37.957,68.77125,,0.201,6.57725,,1.605,2.90875,,1.0725,0.5694999999999999,0.5357500000000001,,0.32325,3875.8462500000005,3081.16075,573.0504999999999,,320.16249999999997,0.5265,0.56,0.261,,0.8480000000000001,,,,,,,1325.2185,56182.51000000001,1.355,,,75.725,77.7,65.85,68.45,76.975,88.92500000000001,87.25,93.05,54.725,83.75,86.3,68.75,60.0,,0.25,0.005585862384619296
232,TWN,Taiwan,Taichung,54389,2016.0,24.1619,120.647,,22635.0,2215.0,2782019.3333333335,23.0,31652802.879999995,14521762.479999999,956204.3500000001,33012434.51333333,54033187.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,272.77750000000003,1.471,3.9105000000000008,269.86,-2.9175,-1.0710000000000002,11.5095,11.386000000000001,0.7565,8121.0425,0.508,,,,4.627,157.953,,41.313,68.885,,0.195,6.6645,,1.7429999999999999,2.9065000000000003,,1.0885,0.564,0.5665,,0.309,4033.0785,3150.3940000000002,612.781,,324.7895,0.5375,0.56,0.2705,,0.8270000000000001,,,,,,,,,,,,76.8,85.40000000000002,70.2,69.0,75.46666666666665,90.16666666666667,88.7,93.26666666666667,56.93333333333334,84.3,86.46666666666665,61.666666666666664,60.0,,0.0,0.7924904900209758
233,TWN,Taiwan,Tainan,54386,2014.0,22.9999,120.227,,42492323490.0,2192.0,1886033.0,24.0,8327944.05,13130580.47,,21458525.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,272.45,2.702,7.167000000000002,266.213,-6.237,-2.289,11.508,11.244000000000002,0.763,7984.49,0.505,,,,4.627,158.089,,40.946,68.789,,0.195,6.6770000000000005,,1.729,2.906,,1.097,0.565,0.5760000000000001,,0.313,3954.17,3115.9040000000005,591.941,,322.476,0.532,0.56,0.266,,0.8370000000000001,,,,,,,,,,,,76.5,86.5,70.5,67.7,75.3,89.5,83.7,93.4,55.0,85.2,86.2,65.0,60.0,,0.0,0.0
234,TWN,Taiwan,Taipei,31446,2013.5,25.037499999999998,121.56399999999998,60.0,529676000000.0,272.0,2694590.3333333335,23.0,3613286.5,8583038.0,540497.0,13880809.0,12934997.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,264.49100000000004,1.1305,2.9380000000000006,262.9411666666667,-1.5501666666666667,-0.5686666666666668,11.215166666666667,11.149833333333333,0.7456666666666667,7586.4726666666675,0.49633333333333335,0.27175,0.271,0.19774999999999998,5.151833333333333,155.26283333333333,,35.51916666666667,68.55749999999999,,0.21850000000000003,6.583833333333334,,1.5054999999999998,2.9073333333333338,,1.0603333333333333,0.574,0.5126666666666667,,0.3518333333333334,3721.2400000000002,3012.5975,537.4248333333334,,315.2103333333334,0.5153333333333333,0.5596666666666666,0.2523333333333333,,0.8700000000000001,,,,,,,1316.2787500000002,55957.5255,1.3737500000000002,,,74.91666666666667,75.13333333333334,64.01666666666667,68.45,78.11666666666667,87.55000000000001,87.25,93.40000000000002,54.21666666666667,83.26666666666667,86.0,68.33333333333333,58.333333333333336,,0.0,-0.02850500042514929
235,TWN,Taiwan,Taoyuan,54395,2013.5,24.9931,121.301,,8820431500000.0,1220.9,2133846.5,23.0,11914740.675,14563626.295,,32919139.130000003,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,268.86699999999996,2.931,7.647000000000001,261.964,-6.9030000000000005,-2.571,11.37,11.078000000000001,0.758,7848.264999999999,0.502,0.269,0.262,0.198,4.627,156.51050000000004,,38.147999999999996,69.5815,,0.1955,6.6185,,1.613,2.943,,1.088,0.5765,0.5425,,0.3145,3875.125,3081.5095,571.4680000000001,,320.1625,0.5265,0.56,0.261,,0.8475,,,,,,,1337.3270000000002,56623.191,1.358,,,75.6,78.25,65.75,67.7,75.69999999999999,89.1,83.7,93.30000000000001,54.4,84.2,86.30000000000001,70.0,60.0,,0.0,0.09461363003194467
